"system_name","namespace","type_name","system_kind","side_hint","purpose_hint","tick_hint","tick_semantics","evidence","needs_runtime_verification","source"
"ProjectM.Behaviours.BehaviourTreeStateBuffsSystem_RegisterAndDestroy","ProjectM.Behaviours","BehaviourTreeStateBuffsSystem_RegisterAndDestroy","type/reference","shared/unknown","AI/navigation","destroy/cleanup hint","destroy_cleanup","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Behaviours.BehaviourTreeStateBuffsSystem_Spawn","ProjectM.Behaviours","BehaviourTreeStateBuffsSystem_Spawn","type/reference","shared/unknown","AI/navigation","spawn lifecycle hint","spawn_lifecycle","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Behaviours.DisableNpcsSystem","ProjectM.Behaviours","DisableNpcsSystem","system","shared/unknown","AI/navigation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Behaviours.Editor.ShowAiStateInfoSystem","ProjectM.Behaviours.Editor","ShowAiStateInfoSystem","system","shared/unknown","AI/navigation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Behaviours.EvaluateCastOptionsSystem","ProjectM.Behaviours","EvaluateCastOptionsSystem","system","shared/unknown","ability/casting","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Behaviours.LogErroneousBehaviourTreeNodeSystem","ProjectM.Behaviours","LogErroneousBehaviourTreeNodeSystem","system","shared/unknown","AI/navigation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Behaviours.RegisterEntityInBlackboardSystem","ProjectM.Behaviours","RegisterEntityInBlackboardSystem","system","shared/unknown","AI/navigation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Behaviours.SetPreCombatPositionSystem","ProjectM.Behaviours","SetPreCombatPositionSystem","system","shared/unknown","combat/damage","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.Behaviours.SetPreCombatPositionSystem_Spawn","ProjectM.Behaviours","SetPreCombatPositionSystem_Spawn","type/reference","shared/unknown","combat/damage","spawn lifecycle hint","spawn_lifecycle","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.BehaviourTreeBindingSystem_Spawn","ProjectM","BehaviourTreeBindingSystem_Spawn","type/reference","shared/unknown","AI/navigation","spawn lifecycle hint","spawn_lifecycle","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.BindCoffinSystem","ProjectM","BindCoffinSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.BlinkSystems_Client","ProjectM","BlinkSystems_Client","type/reference","client","unknown; research required","client-world hint","client_world","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.BlinkSystems_Server","ProjectM","BlinkSystems_Server","type/reference","server","unknown; research required","server-world hint","server_world","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.BloodAltarSystem_StartTrackVBloodUnit_System_V2","ProjectM","BloodAltarSystem_StartTrackVBloodUnit_System_V2","type/reference","shared/unknown","entities/spawn","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.BloodAltarSystem_StopTrackVBloodUnit_System","ProjectM","BloodAltarSystem_StopTrackVBloodUnit_System","system","shared/unknown","entities/spawn","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.BloodConsumeBuffDestroySystem","ProjectM","BloodConsumeBuffDestroySystem","system","shared/unknown","buffs/effects","destroy/cleanup hint","destroy_cleanup","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.BloodMixerSystem_Events","ProjectM","BloodMixerSystem_Events","type/reference","shared/unknown","entities/spawn","simulation/update hint","simulation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.BloodMixerSystem_Update","ProjectM","BloodMixerSystem_Update","type/reference","shared/unknown","entities/spawn","simulation/update hint","simulation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.BloodOrbMapper","ProjectM","BloodOrbMapper","type/reference","shared/unknown","entities/spawn","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.BloodShareBuffSpawn_Server","ProjectM","BloodShareBuffSpawn_Server","type/reference","server","buffs/effects","spawn lifecycle hint","spawn_lifecycle","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.BlueprintDataBakingSystem","ProjectM","BlueprintDataBakingSystem","system","shared/unknown","unknown; research required","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.BlueprintDestroySystem","ProjectM","BlueprintDestroySystem","system","shared/unknown","unknown; research required","destroy/cleanup hint","destroy_cleanup","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.BonfireSystem_Client","ProjectM","BonfireSystem_Client","type/reference","client","unknown; research required","client-world hint","client_world","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.BonfireSystem_Server","ProjectM","BonfireSystem_Server","type/reference","server","unknown; research required","server-world hint","server_world","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.BonfireSystemUpdateCloud","ProjectM","BonfireSystemUpdateCloud","type/reference","shared/unknown","events/timing","simulation/update hint","simulation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.BranchThroughGameplayEvents","ProjectM","BranchThroughGameplayEvents","type/reference","shared/unknown","events/timing","simulation/update hint","simulation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.BranchThroughGameplayEvents_Initialize","ProjectM","BranchThroughGameplayEvents_Initialize","type/reference","shared/unknown","events/timing","initialization/baking hint","initialization","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.BuffDebugSystem","ProjectM","BuffDebugSystem","system","shared/unknown","buffs/effects","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.BuffResistancesSpawnSystem","ProjectM","BuffResistancesSpawnSystem","system","shared/unknown","buffs/effects","spawn lifecycle hint","spawn_lifecycle","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.BuffSystem_Spawn_Client","ProjectM","BuffSystem_Spawn_Client","type/reference","client","buffs/effects","spawn lifecycle hint","spawn_lifecycle","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.BuffSystem_Spawn_Server","ProjectM","BuffSystem_Spawn_Server","type/reference","server","buffs/effects","spawn lifecycle hint","spawn_lifecycle","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.BuildMenuImpairSystem","ProjectM","BuildMenuImpairSystem","system","shared/unknown","AI/navigation","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.BuildModeGroup","ProjectM","BuildModeGroup","group","shared/unknown","presentation","system-group boundary hint","group_barrier","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.CameraPresentationGroup","ProjectM","CameraPresentationGroup","group","shared/unknown","presentation","presentation hint","presentation","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.CastleAnnouncementSystem_Client","ProjectM","CastleAnnouncementSystem_Client","type/reference","client","ability/casting","client-world hint","client_world","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.CastleBuffsSystem","ProjectM","CastleBuffsSystem","system","shared/unknown","ability/casting","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.CastleBuilding.AfterLoadRemoveDisabledFromRoomSystem","ProjectM.CastleBuilding","AfterLoadRemoveDisabledFromRoomSystem","system","shared/unknown","ability/casting","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.CastleBuilding.BuildModeCloseSystem","ProjectM.CastleBuilding","BuildModeCloseSystem","system","shared/unknown","ability/casting","unknown; inspect UpdateInGroup/runtime schedule","unknown","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.CastleBuilding.BuildModeDestroySystem","ProjectM.CastleBuilding","BuildModeDestroySystem","system","shared/unknown","ability/casting","destroy/cleanup hint","destroy_cleanup","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
"ProjectM.CastleBuilding.BuildModeOpenedSystem_Server","ProjectM.CastleBuilding","BuildModeOpenedSystem_Server","type/reference","server","ability/casting","server-world hint","server_world","type name heuristic only; verify Unity UpdateInGroup/order and live world","True","https://github.com/Odjit/KindredExtract/blob/main/SystemsQueryExtraction.tt"
